week_date,bpi_5tc,bci_5tc,bdi,vlsfo_sgp_usd_t,usd_inr,cyclone_dummy,port_congestion_paradip_days,red_sea_disruption,freight_rate_usd_t,route_key,vessel_class,data_source,bpi_5tc_lag1,bpi_5tc_lag2,bpi_5tc_lag3,bpi_5tc_lag4,bpi_5tc_lag8,bpi_5tc_lag12,bci_5tc_lag1,bci_5tc_lag2,bci_5tc_lag3,bci_5tc_lag4,bci_5tc_lag8,bci_5tc_lag12,vlsfo_sgp_usd_t_lag1,vlsfo_sgp_usd_t_lag2,vlsfo_sgp_usd_t_lag3,vlsfo_sgp_usd_t_lag4,vlsfo_sgp_usd_t_lag8,vlsfo_sgp_usd_t_lag12,freight_rate_usd_t_lag1,freight_rate_usd_t_lag2,freight_rate_usd_t_lag3,freight_rate_usd_t_lag4,freight_rate_usd_t_lag8,freight_rate_usd_t_lag12,bpi_5tc_roll4_mean,bpi_5tc_roll4_std,bpi_5tc_roll12_mean,bpi_5tc_roll12_std,vlsfo_sgp_usd_t_roll4_mean,vlsfo_sgp_usd_t_roll4_std,vlsfo_sgp_usd_t_roll12_mean,vlsfo_sgp_usd_t_roll12_std,freight_rate_usd_t_roll4_mean,freight_rate_usd_t_roll4_std,freight_rate_usd_t_roll12_mean,freight_rate_usd_t_roll12_std,bpi_momentum_4w,bpi_momentum_12w,vlsfo_momentum_4w,bunker_bpi_interaction,usd_inr_change_4w,bpi_zscore_26w,week_of_year,month,week_sin,week_cos
2020-06-08,7986.0,9204.0,8074.0,411.5,74.82,0,3.6,0,7.53,AUS_PARADIP_PANAMAX,Panamax,synthetic_public_proxy,8280.0,8254.0,8138.0,7425.0,7440.0,5317.0,9359.0,8658.0,7516.0,7973.0,9588.0,5322.0,398.6,386.2,403.1,417.0,337.9,333.1,7.74,7.21,7.77,7.03,6.38,6.0,8164.5,134.05844496587258,7476.75,772.5295081154411,399.85,10.554146104736525,379.77500000000003,30.305898765751788,7.5625,0.2581181899827895,6.748333333333334,0.6955682220423502,561.0,2669.0,-5.5,3.300408,1.1899999999999977,-0.3530514684609094,24,6,0.23931566428755768,-0.970941817426052
2020-06-15,8986.0,10138.0,8998.0,444.1,74.6,0,3.5,0,7.56,AUS_PARADIP_PANAMAX,Panamax,synthetic_public_proxy,7986.0,8280.0,8254.0,8138.0,7877.0,5887.0,9204.0,9359.0,8658.0,7516.0,8558.0,6459.0,411.5,398.6,386.2,403.1,361.9,347.6,7.53,7.74,7.21,7.77,6.66,6.0,8376.5,427.5117932096548,7735.0,708.072543792458,410.1,24.909302144649743,387.81666666666666,33.61462975154316,7.51,0.22045407685046559,6.878333333333334,0.6887384162805283,848.0,3099.0,41.0,3.286239,0.9599999999999937,0.07919657305894974,25,6,0.12053668025532308,-0.992708874098054
2020-06-22,9017.0,9876.0,8910.0,472.8,74.64,0,3.2,0,8.53,AUS_PARADIP_PANAMAX,Panamax,synthetic_public_proxy,8986.0,7986.0,8280.0,8254.0,7486.0,6442.0,10138.0,9204.0,9359.0,8658.0,9600.0,7791.0,444.1,411.5,398.6,386.2,387.4,359.9,7.56,7.53,7.74,7.21,6.0,6.0,8567.25,515.7488891569888,7949.583333333333,669.746011333375,431.75,33.399650696777826,397.22499999999997,40.2379315616948,7.84,0.4692547282659962,7.089166666666667,0.7770042509926245,763.0,2575.0,86.60000000000002,3.9906826,0.269999999999996,0.09113219840453372,26,6,-3.216245299353273e-16,-1.0
2020-06-29,8854.0,10302.0,8990.0,471.8,74.23,0,3.5,0,7.6,AUS_PARADIP_PANAMAX,Panamax,synthetic_public_proxy,9017.0,8986.0,7986.0,8280.0,7868.0,6638.0,9876.0,10138.0,9204.0,9359.0,6262.0,6538.0,472.8,444.1,411.5,398.6,412.6,333.6,8.53,7.56,7.53,7.74,6.66,6.0,8710.75,488.30821892188936,8134.25,573.8747289656958,450.05,28.93746130307152,408.74166666666673,40.149367895699704,7.805,0.48418316093532926,7.2225,0.707262648911603,574.0,2216.0,73.19999999999999,4.263237600000001,-0.009999999999990905,0.016965514324177117,27,6,-0.12053668025532283,-0.992708874098054
2020-07-06,11485.0,11689.0,10992.0,550.7,74.51,0,3.5,0,9.11,AUS_PARADIP_PANAMAX,Panamax,synthetic_public_proxy,8854.0,9017.0,8986.0,7986.0,7425.0,7440.0,10302.0,9876.0,10138.0,9204.0,7973.0,9588.0,471.8,472.8,444.1,411.5,417.0,337.9,7.6,8.53,7.56,7.53,7.03,6.38,9585.5,1268.3039856438206,8471.333333333334,1087.3108891650847,484.85,45.87043346935737,426.47499999999997,51.426613644192955,8.2,0.7542325017305104,7.449999999999999,0.8385160051597659,3499.0,4045.0,139.20000000000005,4.1773172,-0.30999999999998806,1.2590069560966866,28,7,-0.23931566428755743,-0.9709418174260521
2020-07-13,12005.0,14998.0,12602.0,540.7,75.23,0,3.6,0,9.26,AUS_PARADIP_PANAMAX,Panamax,synthetic_public_proxy,11485.0,8854.0,9017.0,8986.0,8138.0,7877.0,11689.0,10302.0,9876.0,10138.0,7516.0,8558.0,550.7,471.8,472.8,444.1,403.1,361.9,9.11,7.6,8.53,7.56,7.77,6.66,10340.25,1637.2512279223777,8815.333333333334,1468.4014396202376,509.0,42.57565814719399,441.375,56.65282027802807,8.625,0.7523518680333932,7.666666666666667,0.9449803589429144,3019.0,4128.0,96.60000000000002,6.3247895000000005,0.6300000000000097,1.5209591746717401,29,7,-0.3546048870425356,-0.9350162426854148
2020-07-20,12361.0,15229.0,12890.0,546.0,75.26,0,3.8,0,10.43,AUS_PARADIP_PANAMAX,Panamax,synthetic_public_proxy,12005.0,11485.0,8854.0,9017.0,8254.0,7486.0,14998.0,11689.0,10302.0,9876.0,8658.0,9600.0,540.7,550.7,471.8,472.8,386.2,387.4,9.26,9.11,7.6,8.53,7.21,6.0,11176.25,1589.405627899939,9221.583333333334,1719.999654245913,527.3,37.22481251351996,454.5916666666667,61.231222848438634,9.1,1.161120148821822,8.035833333333333,1.08902340181328,3344.0,4875.0,73.19999999999999,6.491103500000001,0.6200000000000045,1.6241668304145338,30,7,-0.46472317204376806,-0.8854560256532101
2020-07-27,12761.0,15312.0,13143.0,539.5,75.24,0,3.7,0,9.81,AUS_PARADIP_PANAMAX,Panamax,synthetic_public_proxy,12361.0,12005.0,11485.0,8854.0,8280.0,7868.0,15229.0,14998.0,11689.0,10302.0,9359.0,6262.0,546.0,540.7,550.7,471.8,398.6,412.6,10.43,9.26,9.11,7.6,7.74,6.66,12153.0,541.9274244152367,9629.333333333334,1936.3167628414024,544.225,5.158407376962335,465.1666666666667,64.20566858765572,9.6525,0.5993538187081298,8.298333333333334,1.1067383145846608,3907.0,4893.0,67.69999999999999,6.749106,1.009999999999991,1.7570496710702497,31,7,-0.5680647467311556,-0.8229838658936566
2020-08-03,13176.0,16058.0,13670.0,523.6,74.8,1,3.5,0,9.56,AUS_PARADIP_PANAMAX,Panamax,synthetic_public_proxy,12761.0,12361.0,12005.0,11485.0,7986.0,7425.0,15312.0,15229.0,14998.0,11689.0,9204.0,7973.0,539.5,546.0,540.7,550.7,411.5,417.0,9.81,10.43,9.26,9.11,7.53,7.03,12575.75,505.46702826857626,10108.583333333334,2049.5263514167164,537.45,9.655568341637853,474.05,64.3099808456171,9.765,0.4970915408654818,8.509166666666667,1.083902531120624,1691.0,5751.0,-27.100000000000023,6.8845595,0.28999999999999204,1.9267582549375848,32,8,-0.663122658240795,-0.7485107481711013
2020-08-10,15580.0,18629.0,16021.0,530.6,74.77,0,3.9,0,11.47,AUS_PARADIP_PANAMAX,Panamax,synthetic_public_proxy,13176.0,12761.0,12361.0,12005.0,8986.0,8138.0,16058.0,15312.0,15229.0,14998.0,10138.0,7516.0,523.6,539.5,546.0,540.7,444.1,403.1,9.56,9.81,10.43,9.26,7.56,7.77,13469.5,1445.8096924099887,10728.75,2479.8105178713668,534.925,9.841197420370559,484.675,62.01379795145302,10.3175,0.8509357594241138,8.8175,1.3484882107550862,3575.0,7442.0,-10.100000000000023,6.8989536000000005,-0.46000000000000796,2.548742094765005,33,8,-0.7485107481711011,-0.6631226582407952
2020-08-17,14925.0,22175.0,17079.0,517.4,74.12,1,3.3,0,10.97,AUS_PARADIP_PANAMAX,Panamax,synthetic_public_proxy,15580.0,13176.0,12761.0,12361.0,9017.0,8254.0,18629.0,16058.0,15312.0,15229.0,9876.0,8658.0,530.6,523.6,539.5,546.0,472.8,386.2,11.47,9.56,9.81,10.43,8.53,7.21,14110.5,1356.1318765764138,11284.666666666666,2618.4601419825963,527.775,9.496095688933593,495.60833333333335,54.13952443511678,10.4525,0.9151457078884735,9.130833333333333,1.3775370533431517,2564.0,6671.0,-28.600000000000023,8.266748,-1.1400000000000006,2.0271456951247324,34,8,-0.8229838658936564,-0.5680647467311559
2020-08-24,14201.0,15079.0,13842.0,502.1,73.79,1,3.4,0,11.38,AUS_PARADIP_PANAMAX,Panamax,synthetic_public_proxy,14925.0,15580.0,13176.0,12761.0,8854.0,8280.0,22175.0,18629.0,16058.0,15312.0,10302.0,9359.0,517.4,530.6,523.6,539.5,471.8,398.6,10.97,11.47,9.56,9.81,7.6,7.74,14470.5,1030.5210656103375,11778.083333333334,2557.9666448295625,518.425,12.145884076511686,504.2333333333333,44.701847294213174,10.845,0.8838740483425042,9.434166666666668,1.4426582681937807,1440.0,5921.0,-37.39999999999998,7.722195,-1.4499999999999886,1.6218936990774149,35,8,-0.8854560256532096,-0.4647231720437691
2020-08-31,13217.0,14549.0,13089.0,511.7,73.97,0,3.6,0,9.86,AUS_PARADIP_PANAMAX,Panamax,synthetic_public_proxy,14201.0,14925.0,15580.0,13176.0,11485.0,7986.0,15079.0,22175.0,18629.0,16058.0,11689.0,9204.0,502.1,517.4,530.6,523.6,550.7,411.5,11.38,10.97,11.47,9.56,9.11,7.53,14480.75,1013.4154709035507,12214.0,2284.0441008319995,515.45,11.910919359984904,512.5833333333334,33.845124083720336,10.920000000000002,0.7394141825346394,9.628333333333334,1.314152567130989,41.0,5231.0,-11.900000000000034,7.130322100000001,-0.8299999999999983,1.2113357078844094,36,8,-0.9350162426854147,-0.3546048870425359
2020-09-07,13831.0,14534.0,13421.0,502.5,74.64,0,3.5,0,10.04,AUS_PARADIP_PANAMAX,Panamax,synthetic_public_proxy,13217.0,14201.0,14925.0,15580.0,12005.0,8986.0,14549.0,15079.0,22175.0,18629.0,14998.0,10138.0,511.7,502.1,517.4,530.6,540.7,444.1,9.86,11.38,10.97,11.47,9.26,7.56,14043.5,714.1678140792021,12617.75,2080.733442584829,508.425,7.4473149523885365,517.45,26.50541968592981,10.5625,0.7304964065620245,9.834999999999999,1.1431972708154958,-1749.0,4845.0,-28.100000000000023,6.7631388999999995,-0.12999999999999545,1.3068331178240635,37,9,-0.970941817426052,-0.23931566428755774
2020-09-14,15053.0,15283.0,14392.0,510.3,75.98,1,2.7,0,12.2,AUS_PARADIP_PANAMAX,Panamax,synthetic_public_proxy,13831.0,13217.0,14201.0,14925.0,12361.0,9017.0,14534.0,14549.0,15079.0,22175.0,15229.0,9876.0,502.5,511.7,502.1,517.4,546.0,472.8,10.04,9.86,11.38,10.97,10.43,8.53,14075.5,767.6932981340916,13120.75,1847.6742690597434,506.65000000000003,5.057996968504934,520.5749999999999,22.700065078000502,10.87,1.1162437009900816,10.140833333333333,1.2484059533030196,128.0,6036.0,-7.099999999999966,6.9500775,1.8599999999999994,1.572036088962963,38,9,-0.992708874098054,-0.12053668025532357
2020-09-21,14781.0,14320.0,13858.0,518.5,75.77,0,3.3,0,9.15,AUS_PARADIP_PANAMAX,Panamax,synthetic_public_proxy,15053.0,13831.0,13217.0,14201.0,12761.0,8854.0,15283.0,14534.0,14549.0,15079.0,15312.0,10302.0,510.3,502.5,511.7,502.1,539.5,471.8,12.2,10.04,9.86,11.38,9.81,7.6,14220.5,849.6938664405351,13614.666666666666,1320.3557601394164,510.75,6.56328169948045,524.4666666666667,16.819325104465435,10.3125,1.315684232633357,10.270000000000001,1.0211134742391383,580.0,5927.0,16.399999999999977,7.681545900000001,1.9799999999999898,1.3750085400600454,39,9,-1.0,-1.8369701987210297e-16
2020-09-28,13706.0,13435.0,12912.0,490.5,76.48,0,2.8,0,8.8,AUS_PARADIP_PANAMAX,Panamax,synthetic_public_proxy,14781.0,15053.0,13831.0,13217.0,13176.0,11485.0,14320.0,15283.0,14534.0,14549.0,16058.0,11689.0,518.5,510.3,502.5,511.7,523.6,550.7,9.15,12.2,10.04,9.86,9.56,9.11,14342.75,674.2543412293805,13799.75,1137.721976343319,505.45,11.9167948711083,519.4499999999999,17.255644662755316,10.0475,1.5269877755459234,10.244166666666667,1.0564387719067656,489.0,2221.0,-21.19999999999999,7.6639485,2.510000000000005,0.9536328562941685,40,9,-0.992708874098054,0.1205366802553232
2020-10-05,12763.0,14677.0,12890.0,481.0,76.65,0,2.2,0,9.57,AUS_PARADIP_PANAMAX,Panamax,synthetic_public_proxy,13706.0,14781.0,15053.0,13831.0,15580.0,12005.0,13435.0,14320.0,15283.0,14534.0,18629.0,14998.0,490.5,518.5,510.3,502.5,530.6,540.7,8.8,9.15,12.2,10.04,11.47,9.26,14075.75,1050.7810983581053,13862.916666666666,1046.3949765598547,500.075,17.31634584239444,514.475,19.081553443527174,9.93,1.5457252882277257,10.27,1.0337311062360444,-1068.0,758.0,-21.5,6.722793,2.010000000000005,0.5838000993009598,41,10,-0.9709418174260521,0.23931566428755738
2020-10-12,13412.0,16765.0,14083.0,519.9,76.63,0,2.3,0,9.3,AUS_PARADIP_PANAMAX,Panamax,synthetic_public_proxy,12763.0,13706.0,14781.0,15053.0,14925.0,12361.0,14677.0,13435.0,14320.0,15283.0,22175.0,15229.0,481.0,490.5,518.5,510.3,517.4,546.0,9.57,8.8,9.15,12.2,10.97,10.43,13665.5,841.5757046556572,13950.5,948.6779796595426,502.475,19.706238436936893,512.3000000000001,16.470359051117516,9.205000000000002,0.32109188716006176,10.175833333333335,1.0687074464326534,-1641.0,1051.0,9.599999999999966,6.139003,0.6499999999999915,0.742828666497984,42,10,-0.9350162426854148,0.35460488704253557
2020-10-19,14170.0,15740.0,14090.0,491.1,76.88,0,2.1,0,9.27,AUS_PARADIP_PANAMAX,Panamax,synthetic_public_proxy,13412.0,12763.0,13706.0,14781.0,14201.0,12761.0,16765.0,14677.0,13435.0,14320.0,15079.0,15312.0,519.9,481.0,490.5,518.5,502.1,539.5,9.3,9.57,8.8,9.15,11.38,9.81,13512.75,589.2364409414379,14067.916666666666,872.1821596988627,495.625,16.83159231920976,508.2666666666667,15.070702060821901,9.235,0.3198437118344056,10.130833333333333,1.0965189409576035,-611.0,1409.0,-27.399999999999977,6.972898799999999,1.1099999999999994,0.9341436125919036,43,10,-0.8854560256532101,0.464723172043768
2020-10-26,14701.0,15700.0,14366.0,443.8,76.96,1,3.1,0,11.06,AUS_PARADIP_PANAMAX,Panamax,synthetic_public_proxy,14170.0,13412.0,12763.0,13706.0,13217.0,13176.0,15740.0,16765.0,14677.0,13435.0,14549.0,16058.0,491.1,519.9,481.0,490.5,511.7,523.6,9.27,9.3,9.57,8.8,9.86,9.56,13761.5,850.2323211922721,14195.0,840.9516254598948,483.95,31.43379285631027,501.6166666666666,23.13705541622212,9.8,0.85076436220614,10.255833333333333,1.1109329276319817,995.0,1525.0,-46.69999999999999,6.958887,0.47999999999998977,1.045604779514417,44,10,-0.822983865893657,0.5680647467311548
2020-11-02,13826.0,17467.0,14591.0,408.7,77.06,1,2.4,0,10.98,AUS_PARADIP_PANAMAX,Panamax,synthetic_public_proxy,14701.0,14170.0,13412.0,12763.0,13831.0,15580.0,15700.0,15740.0,16765.0,14677.0,14534.0,18629.0,443.8,491.1,519.9,481.0,502.5,530.6,11.06,9.27,9.3,9.57,10.04,11.47,14027.25,545.6955042267915,14048.833333333334,722.4173854413262,465.875,49.366950820700225,491.4583333333333,33.63403196259118,10.1525,1.0023098323373003,10.215,1.0705181413264733,1063.0,-1754.0,-72.30000000000001,6.5243038,0.4099999999999966,0.6696230469211112,45,11,-0.7485107481711011,0.6631226582407952
2020-11-09,14006.0,17508.0,14706.0,415.7,76.92,0,2.9,0,10.28,AUS_PARADIP_PANAMAX,Panamax,synthetic_public_proxy,13826.0,14701.0,14170.0,13412.0,15053.0,14925.0,17467.0,15700.0,15740.0,16765.0,15283.0,22175.0,408.7,443.8,491.1,519.9,510.3,517.4,10.98,11.06,9.27,9.3,12.2,10.97,14175.75,377.2977383093253,13972.25,667.7330883464815,439.825,37.39744866520689,482.98333333333335,38.90334954808653,10.3975,0.8293119638190236,10.1575,1.0444931350137756,594.0,-919.0,-104.19999999999999,5.6506862,0.29000000000000625,0.6794233869132237,46,11,-0.6631226582407955,0.7485107481711007
2020-11-16,14050.0,15413.0,13893.0,422.5,76.32,0,1.9,0,8.53,AUS_PARADIP_PANAMAX,Panamax,synthetic_public_proxy,14006.0,13826.0,14701.0,14170.0,14781.0,14201.0,17508.0,17467.0,15700.0,15740.0,14320.0,15079.0,415.7,408.7,443.8,491.1,518.5,502.1,10.28,10.98,11.06,9.27,9.15,11.38,14145.75,382.6402792876517,13959.666666666666,664.4451319208654,422.675,15.168470588695717,476.3500000000001,42.00968503052164,10.2125,1.175113469698435,9.92,1.0650650855058736,-120.0,-151.0,-68.60000000000002,5.8222942,-0.5600000000000023,0.6385588920056356,47,11,-0.5680647467311559,0.8229838658936564
2020-11-23,14208.0,14928.0,13786.0,425.8,75.67,0,2.0,0,9.34,AUS_PARADIP_PANAMAX,Panamax,synthetic_public_proxy,14050.0,14006.0,13826.0,14701.0,13706.0,13217.0,15413.0,17508.0,17467.0,15700.0,13435.0,14549.0,422.5,415.7,408.7,443.8,490.5,511.7,8.53,10.28,10.98,11.06,8.8,9.86,14022.5,157.1103646061118,14042.25,624.1092743772032,418.175,7.588313383099688,469.1916666666666,42.75057593090694,9.7825,1.071770342315314,9.876666666666667,1.0782252533537204,-493.0,991.0,-18.0,5.936125,-1.289999999999992,0.6474783285127157,48,11,-0.4647231720437684,0.88545602565321
2020-11-30,15132.0,19176.0,15993.0,458.4,76.03,1,1.6,0,9.83,AUS_PARADIP_PANAMAX,Panamax,synthetic_public_proxy,14208.0,14050.0,14006.0,13826.0,12763.0,13831.0,14928.0,15413.0,17508.0,17467.0,14677.0,14534.0,425.8,422.5,415.7,408.7,481.0,502.5,9.34,8.53,10.28,10.98,9.57,10.04,14349.0,529.1565615833044,14150.666666666666,693.2476054226547,430.6,19.004385458803654,465.51666666666665,41.50430061688749,9.495,0.7491550796286074,9.859166666666667,1.0770368300728306,1306.0,1301.0,49.69999999999999,6.0497664,-1.0300000000000011,1.004651165016433,49,11,-0.35460488704253595,0.9350162426854147
2020-12-07,15262.0,18221.0,15682.0,404.6,75.96,0,1.0,0,9.27,AUS_PARADIP_PANAMAX,Panamax,synthetic_public_proxy,15132.0,14208.0,14050.0,14006.0,13412.0,15053.0,19176.0,14928.0,15413.0,17508.0,16765.0,15283.0,458.4,425.8,422.5,415.7,519.9,510.3,9.83,9.34,8.53,10.28,9.3,12.2,14663.0,622.2421822195373,14168.083333333334,720.0840176147813,427.825,22.410470023334835,456.7083333333333,42.34375468243291,9.2425,0.5363689650480102,9.615,0.7927111132631541,1256.0,209.0,-11.099999999999966,6.9365087999999995,-0.960000000000008,1.042888519596182,50,12,-0.2393156642875578,0.970941817426052
